 "Test Predictions" Actuals Date
1502 5.364033 6 2022-03-07
1503 5.2405076 3 2022-03-08
1504 4.60194 4 2022-03-09
1505 4.870783 5 2022-03-10
1506 5.238502 3 2022-03-11
1507 4.63833 2 2022-03-12
1508 4.7088866 2 2022-03-13
1509 4.9139266 6 2022-03-14
1510 5.045391 8 2022-03-15
1511 4.4337134 6 2022-03-16
1512 3.8790107 7 2022-03-17
1513 4.5570483 3 2022-03-18
1514 4.6968017 7 2022-03-19
1515 4.869342 2 2022-03-20
1516 4.667846 7 2022-03-21
1517 4.9951043 5 2022-03-22
1518 5.8539424 5 2022-03-23
1519 5.836598 1 2022-03-24
1520 5.4014773 6 2022-03-25
1521 6.543165 6 2022-03-26
1522 6.0080867 5 2022-03-27
1523 5.575888 8 2022-03-28
1524 5.4253807 7 2022-03-29
1525 5.189778 5 2022-03-30
1526 5.825218 5 2022-03-31
1527 5.6204133 5 2022-04-01
1528 5.5806804 6 2022-04-02
1529 5.7710395 10 2022-04-03
1530 5.4066663 7 2022-04-04
1531 4.7039404 5 2022-04-05
1532 5.7501397 4 2022-04-06
1533 5.583008 4 2022-04-07
1534 5.458385 7 2022-04-08
1535 4.8445425 8 2022-04-09
1536 4.7593446 4 2022-04-10
1537 4.4473686 4 2022-04-11
1538 5.060121 1 2022-04-12
1539 5.0922318 7 2022-04-13
1540 6.7387333 3 2022-04-14
1541 6.227733 2 2022-04-15
1542 6.7944474 4 2022-04-16
1543 6.670792 5 2022-04-17
1544 6.3691926 5 2022-04-18
1545 4.8999124 3 2022-04-19
1546 5.342906 7 2022-04-20
1547 4.5262313 3 2022-04-21
1548 4.2208934 4 2022-04-22
1549 4.9950185 5 2022-04-23
1550 5.096603 2 2022-04-24
1551 5.0386767 2 2022-04-25
1552 5.126036 3 2022-04-26
1553 5.4292493 4 2022-04-27
1554 5.3895593 4 2022-04-28
1555 4.7742295 14 2022-04-29
1556 4.674052 6 2022-04-30
1557 4.7858253 14 2022-05-01
1558 5.4895663 4 2022-05-02
1559 5.4963546 10 2022-05-03
1560 5.4846416 4 2022-05-04
1561 4.279445 4 2022-05-05
1562 5.684424 7 2022-05-06
1563 5.5642037 4 2022-05-07
1564 4.5783067 6 2022-05-08
1565 4.8296456 6 2022-05-09
1566 5.0630593 8 2022-05-10
1567 4.6853604 6 2022-05-11
1568 4.5881386 5 2022-05-12
1569 4.8653693 2 2022-05-13
1570 4.864017 3 2022-05-14
1571 5.6232333 5 2022-05-15
1572 5.0043173 3 2022-05-16
1573 4.769709 3 2022-05-17
1574 5.301435 8 2022-05-18
1575 5.3480496 8 2022-05-19
1576 4.824284 4 2022-05-20
1577 4.458935 2 2022-05-21
1578 4.808109 2 2022-05-22
1579 4.9955816 7 2022-05-23
1580 5.4066596 2 2022-05-24
1581 4.9056883 1 2022-05-25
1582 4.8899264 7 2022-05-26
1583 6.1014724 1 2022-05-27
1584 5.1743655 6 2022-05-28
1585 6.030102 3 2022-05-29
1586 5.0095534 6 2022-05-30
1587 5.8021927 8 2022-05-31
1588 4.8913016 5 2022-06-01
1589 3.9276605 6 2022-06-02
1590 5.3508077 3 2022-06-03
1591 4.9223547 7 2022-06-05
1592 6.172251 8 2022-06-06
1593 6.204505 2 2022-06-07
1594 5.128299 9 2022-06-08
1595 6.5242486 4 2022-06-09
1596 5.897494 6 2022-06-10
1597 5.9197392 8 2022-06-11
1598 5.0385766 1 2022-06-12
1599 4.1691723 5 2022-06-13
1600 5.2595134 7 2022-06-14
1601 5.0436234 1 2022-06-15
1602 4.596092 3 2022-06-16
1603 5.610374 5 2022-06-17
1604 5.7571816 1 2022-06-18
1605 5.159379 7 2022-06-19
1606 5.644882 8 2022-06-20
1607 4.9708753 1 2022-06-21
1608 4.291019 1 2022-06-22
1609 4.982693 4 2022-06-23
1610 5.5328956 4 2022-06-24
1611 5.4147553 2 2022-06-25
1612 4.8243423 1 2022-06-26
1613 4.9776626 12 2022-06-27
1614 4.9868855 3 2022-06-28
1615 4.539185 7 2022-06-29
1616 5.154328 6 2022-06-30
