"Var1" "Freq"
"996" "2020-10-01" 6
"997" "2020-10-02" 10
"998" "2020-10-03" 3
"999" "2020-10-04" 1
"1000" "2020-10-05" 3
"1001" "2020-10-06" 4
"1002" "2020-10-07" 4
"1003" "2020-10-08" 4
"1004" "2020-10-10" 2
"1005" "2020-10-11" 7
"1006" "2020-10-12" 5
"1007" "2020-10-13" 3
"1008" "2020-10-14" 2
"1009" "2020-10-15" 4
"1010" "2020-10-16" 5
"1011" "2020-10-17" 5
"1012" "2020-10-18" 2
"1013" "2020-10-19" 4
"1014" "2020-10-20" 6
"1015" "2020-10-21" 5
"1016" "2020-10-22" 5
"1017" "2020-10-23" 4
"1018" "2020-10-24" 1
"1019" "2020-10-25" 5
"1020" "2020-10-26" 3
"1021" "2020-10-27" 7
"1022" "2020-10-28" 5
"1023" "2020-10-29" 4
"1024" "2020-10-30" 2
"1025" "2020-10-31" 7
"1026" "2020-11-01" 13
"1027" "2020-11-02" 4
"1028" "2020-11-03" 2
"1029" "2020-11-04" 10
"1030" "2020-11-05" 5
"1031" "2020-11-06" 3
"1032" "2020-11-07" 6
"1033" "2020-11-08" 2
"1034" "2020-11-09" 3
"1035" "2020-11-10" 3
"1036" "2020-11-11" 3
"1037" "2020-11-12" 6
"1038" "2020-11-13" 8
"1039" "2020-11-14" 2
"1040" "2020-11-15" 5
"1041" "2020-11-16" 3
"1042" "2020-11-17" 3
"1043" "2020-11-18" 3
"1044" "2020-11-19" 6
"1045" "2020-11-20" 4
"1046" "2020-11-21" 2
"1047" "2020-11-22" 6
"1048" "2020-11-23" 4
"1049" "2020-11-24" 6
"1050" "2020-11-25" 8
"1051" "2020-11-26" 6
"1052" "2020-11-27" 7
"1053" "2020-11-28" 3
"1054" "2020-11-29" 3
"1055" "2020-11-30" 3
"1056" "2020-12-01" 5
"1057" "2020-12-02" 1
"1058" "2020-12-03" 1
"1059" "2020-12-04" 7
"1060" "2020-12-05" 5
"1061" "2020-12-06" 5
"1062" "2020-12-07" 2
"1063" "2020-12-08" 2
"1064" "2020-12-09" 1
"1065" "2020-12-10" 6
"1066" "2020-12-11" 4
"1067" "2020-12-12" 3
"1068" "2020-12-13" 1
"1069" "2020-12-14" 5
"1070" "2020-12-15" 8
"1071" "2020-12-16" 1
"1072" "2020-12-17" 2
"1073" "2020-12-18" 6
"1074" "2020-12-19" 7
"1075" "2020-12-20" 6
"1076" "2020-12-21" 2
"1077" "2020-12-22" 7
"1078" "2020-12-23" 4
"1079" "2020-12-24" 8
"1080" "2020-12-25" 11
"1081" "2020-12-26" 3
"1082" "2020-12-27" 1
"1083" "2020-12-28" 5
"1084" "2020-12-29" 5
"1085" "2020-12-30" 6
"1086" "2020-12-31" 5
"1087" "2021-01-01" 9
"1088" "2021-01-02" 6
"1089" "2021-01-03" 1
"1090" "2021-01-04" 7
"1091" "2021-01-05" 5
"1092" "2021-01-06" 4
"1093" "2021-01-07" 7
"1094" "2021-01-08" 3
"1095" "2021-01-09" 4
"1096" "2021-01-10" 5
"1097" "2021-01-11" 2
"1098" "2021-01-13" 3
"1099" "2021-01-14" 4
"1100" "2021-01-15" 6
"1101" "2021-01-16" 4
"1102" "2021-01-17" 4
"1103" "2021-01-18" 4
"1104" "2021-01-19" 3
"1105" "2021-01-20" 2
"1106" "2021-01-21" 4
"1107" "2021-01-22" 3
"1108" "2021-01-23" 4
"1109" "2021-01-24" 1
"1110" "2021-01-25" 1
"1111" "2021-01-26" 7
"1112" "2021-01-27" 2
"1113" "2021-01-28" 4
"1114" "2021-01-29" 2
"1115" "2021-01-30" 3
"1116" "2021-01-31" 3
"1117" "2021-02-01" 9
"1118" "2021-02-02" 4
"1119" "2021-02-03" 3
"1120" "2021-02-05" 4
"1121" "2021-02-06" 4
"1122" "2021-02-07" 1
"1123" "2021-02-08" 3
"1124" "2021-02-09" 3
"1125" "2021-02-10" 5
"1126" "2021-02-11" 2
"1127" "2021-02-12" 4
"1128" "2021-02-14" 6
"1129" "2021-02-15" 4
"1130" "2021-02-16" 2
"1131" "2021-02-17" 7
"1132" "2021-02-18" 4
"1133" "2021-02-19" 7
"1134" "2021-02-20" 4
"1135" "2021-02-21" 2
"1136" "2021-02-22" 2
"1137" "2021-02-23" 4
"1138" "2021-02-24" 4
"1139" "2021-02-25" 3
"1140" "2021-02-26" 3
"1141" "2021-02-27" 2
"1142" "2021-02-28" 4
"1143" "2021-03-01" 12
"1144" "2021-03-02" 5
"1145" "2021-03-03" 9
"1146" "2021-03-04" 4
"1147" "2021-03-05" 8
"1148" "2021-03-06" 2
"1149" "2021-03-07" 2
"1150" "2021-03-08" 3
"1151" "2021-03-09" 2
"1152" "2021-03-10" 3
"1153" "2021-03-11" 5
"1154" "2021-03-12" 6
"1155" "2021-03-13" 3
"1156" "2021-03-14" 3
"1157" "2021-03-15" 4
"1158" "2021-03-16" 3
"1159" "2021-03-17" 2
"1160" "2021-03-18" 4
"1161" "2021-03-19" 3
"1162" "2021-03-20" 2
"1163" "2021-03-21" 6
"1164" "2021-03-22" 3
"1165" "2021-03-23" 4
"1166" "2021-03-24" 2
"1167" "2021-03-25" 3
"1168" "2021-03-26" 5
"1169" "2021-03-27" 6
"1170" "2021-03-28" 5
"1171" "2021-03-29" 4
"1172" "2021-03-30" 3
"1173" "2021-03-31" 2
"1174" "2021-04-01" 5
"1175" "2021-04-02" 5
"1176" "2021-04-03" 7
"1177" "2021-04-04" 2
"1178" "2021-04-05" 2
"1179" "2021-04-06" 3
"1180" "2021-04-07" 6
"1181" "2021-04-08" 3
"1182" "2021-04-09" 5
"1183" "2021-04-11" 2
"1184" "2021-04-12" 3
"1185" "2021-04-13" 3
"1186" "2021-04-14" 2
"1187" "2021-04-15" 1
"1188" "2021-04-16" 6
"1189" "2021-04-17" 8
"1190" "2021-04-18" 2
"1191" "2021-04-19" 3
"1192" "2021-04-20" 3
"1193" "2021-04-21" 3
"1194" "2021-04-22" 10
"1195" "2021-04-23" 5
"1196" "2021-04-24" 5
"1197" "2021-04-25" 3
"1198" "2021-04-26" 7
"1199" "2021-04-27" 3
"1200" "2021-04-28" 4
"1201" "2021-04-29" 2
"1202" "2021-04-30" 2
"1203" "2021-05-01" 8
"1204" "2021-05-02" 4
"1205" "2021-05-03" 4
"1206" "2021-05-04" 4
"1207" "2021-05-05" 4
"1208" "2021-05-06" 3
"1209" "2021-05-07" 6
"1210" "2021-05-08" 4
"1211" "2021-05-09" 3
"1212" "2021-05-10" 7
"1213" "2021-05-11" 3
"1214" "2021-05-12" 2
"1215" "2021-05-13" 4
"1216" "2021-05-14" 5
"1217" "2021-05-15" 3
"1218" "2021-05-16" 2
"1219" "2021-05-17" 3
"1220" "2021-05-18" 3
"1221" "2021-05-19" 2
"1222" "2021-05-20" 4
"1223" "2021-05-21" 6
"1224" "2021-05-22" 4
"1225" "2021-05-23" 2
"1226" "2021-05-24" 2
"1227" "2021-05-25" 3
"1228" "2021-05-26" 8
"1229" "2021-05-28" 3
"1230" "2021-05-29" 4
"1231" "2021-05-30" 2
"1232" "2021-05-31" 8
"1233" "2021-06-01" 7
"1234" "2021-06-02" 3
"1235" "2021-06-03" 5
"1236" "2021-06-04" 2
"1237" "2021-06-05" 7
"1238" "2021-06-06" 4
"1239" "2021-06-07" 6
"1240" "2021-06-08" 5
"1241" "2021-06-09" 2
"1242" "2021-06-10" 3
"1243" "2021-06-11" 2
"1244" "2021-06-12" 3
"1245" "2021-06-13" 7
"1246" "2021-06-14" 3
"1247" "2021-06-15" 7
"1248" "2021-06-16" 6
"1249" "2021-06-17" 5
"1250" "2021-06-18" 5
"1251" "2021-06-19" 7
"1252" "2021-06-20" 1
"1253" "2021-06-21" 5
"1254" "2021-06-22" 1
"1255" "2021-06-23" 9
"1256" "2021-06-24" 9
"1257" "2021-06-25" 9
"1258" "2021-06-26" 5
"1259" "2021-06-27" 4
"1260" "2021-06-28" 1
"1261" "2021-06-29" 6
"1262" "2021-06-30" 4
"1263" "2021-07-01" 10
"1264" "2021-07-02" 9
"1265" "2021-07-03" 3
"1266" "2021-07-04" 5
"1267" "2021-07-05" 6
"1268" "2021-07-06" 5
"1269" "2021-07-07" 4
"1270" "2021-07-08" 3
"1271" "2021-07-09" 2
"1272" "2021-07-10" 4
"1273" "2021-07-11" 2
"1274" "2021-07-12" 4
"1275" "2021-07-13" 6
"1276" "2021-07-14" 5
"1277" "2021-07-15" 4
"1278" "2021-07-16" 3
"1279" "2021-07-17" 5
"1280" "2021-07-19" 2
"1281" "2021-07-20" 13
"1282" "2021-07-21" 2
"1283" "2021-07-22" 2
"1284" "2021-07-23" 4
"1285" "2021-07-24" 7
"1286" "2021-07-25" 4
"1287" "2021-07-26" 4
"1288" "2021-07-27" 7
"1289" "2021-07-28" 5
"1290" "2021-07-29" 1
"1291" "2021-07-30" 6
"1292" "2021-07-31" 5
"1293" "2021-08-01" 14
"1294" "2021-08-02" 5
"1295" "2021-08-03" 1
"1296" "2021-08-04" 2
"1297" "2021-08-05" 3
"1298" "2021-08-06" 11
"1299" "2021-08-07" 5
"1300" "2021-08-08" 4
"1301" "2021-08-09" 7
"1302" "2021-08-10" 8
"1303" "2021-08-11" 5
"1304" "2021-08-12" 7
"1305" "2021-08-13" 3
"1306" "2021-08-14" 4
"1307" "2021-08-15" 11
"1308" "2021-08-16" 10
"1309" "2021-08-17" 2
"1310" "2021-08-18" 2
"1311" "2021-08-19" 8
"1312" "2021-08-20" 4
"1313" "2021-08-21" 3
"1314" "2021-08-22" 3
"1315" "2021-08-23" 5
"1316" "2021-08-24" 2
"1317" "2021-08-25" 4
"1318" "2021-08-26" 3
"1319" "2021-08-27" 9
"1320" "2021-08-28" 5
"1321" "2021-08-30" 4
"1322" "2021-08-31" 5
"1323" "2021-09-01" 4
"1324" "2021-09-02" 3
"1325" "2021-09-03" 3
"1326" "2021-09-04" 4
"1327" "2021-09-05" 3
"1328" "2021-09-06" 3
"1329" "2021-09-07" 4
"1330" "2021-09-08" 4
"1331" "2021-09-09" 10
"1332" "2021-09-10" 13
"1333" "2021-09-12" 6
"1334" "2021-09-13" 1
"1335" "2021-09-14" 5
"1336" "2021-09-15" 4
"1337" "2021-09-16" 9
"1338" "2021-09-17" 11
"1339" "2021-09-18" 4
"1340" "2021-09-19" 3
"1341" "2021-09-20" 6
"1342" "2021-09-21" 3
"1343" "2021-09-22" 5
"1344" "2021-09-23" 4
"1345" "2021-09-24" 6
"1346" "2021-09-26" 4
"1347" "2021-09-27" 6
"1348" "2021-09-28" 4
"1349" "2021-09-30" 8
"1350" "2021-10-01" 10
"1351" "2021-10-02" 3
"1352" "2021-10-03" 5
"1353" "2021-10-04" 3
"1354" "2021-10-05" 1
"1355" "2021-10-06" 6
"1356" "2021-10-07" 2
"1357" "2021-10-08" 3
"1358" "2021-10-09" 5
"1359" "2021-10-10" 4
"1360" "2021-10-11" 1
"1361" "2021-10-12" 8
"1362" "2021-10-13" 3
"1363" "2021-10-14" 5
"1364" "2021-10-15" 6
"1365" "2021-10-16" 7
"1366" "2021-10-17" 7
"1367" "2021-10-18" 1
"1368" "2021-10-19" 2
"1369" "2021-10-20" 3
"1370" "2021-10-21" 4
"1371" "2021-10-22" 3
"1372" "2021-10-23" 5
"1373" "2021-10-24" 4
"1374" "2021-10-25" 3
"1375" "2021-10-26" 12
"1376" "2021-10-27" 2
"1377" "2021-10-28" 10
"1378" "2021-10-29" 7
"1379" "2021-10-30" 3
"1380" "2021-10-31" 6
"1381" "2021-11-01" 10
"1382" "2021-11-02" 3
"1383" "2021-11-03" 9
"1384" "2021-11-04" 1
"1385" "2021-11-05" 9
"1386" "2021-11-06" 4
"1387" "2021-11-07" 4
"1388" "2021-11-08" 2
"1389" "2021-11-09" 6
"1390" "2021-11-10" 5
"1391" "2021-11-11" 5
"1392" "2021-11-12" 9
"1393" "2021-11-13" 4
"1394" "2021-11-14" 6
"1395" "2021-11-15" 3
"1396" "2021-11-16" 3
"1397" "2021-11-17" 2
"1398" "2021-11-18" 2
"1399" "2021-11-19" 1
"1400" "2021-11-20" 6
"1401" "2021-11-21" 7
"1402" "2021-11-23" 5
"1403" "2021-11-24" 5
"1404" "2021-11-25" 11
"1405" "2021-11-26" 1
"1406" "2021-11-27" 3
"1407" "2021-11-28" 3
"1408" "2021-11-29" 4
"1409" "2021-11-30" 9
"1410" "2021-12-01" 8
"1411" "2021-12-02" 8
"1412" "2021-12-03" 4
"1413" "2021-12-04" 2
"1414" "2021-12-05" 9
"1415" "2021-12-08" 9
"1416" "2021-12-09" 6
"1417" "2021-12-10" 6
"1418" "2021-12-11" 9
"1419" "2021-12-12" 3
"1420" "2021-12-13" 3
"1421" "2021-12-14" 7
"1422" "2021-12-15" 4
"1423" "2021-12-16" 5
"1424" "2021-12-17" 3
"1425" "2021-12-18" 2
"1426" "2021-12-19" 4
"1427" "2021-12-20" 9
"1428" "2021-12-21" 2
"1429" "2021-12-22" 3
"1430" "2021-12-23" 6
"1431" "2021-12-24" 6
"1432" "2021-12-25" 8
"1433" "2021-12-26" 9
"1434" "2021-12-27" 1
"1435" "2021-12-28" 5
"1436" "2021-12-29" 2
"1437" "2021-12-30" 6
"1438" "2021-12-31" 6
"1439" "2022-01-01" 9
"1440" "2022-01-03" 2
"1441" "2022-01-04" 2
"1442" "2022-01-05" 4
"1443" "2022-01-06" 3
"1444" "2022-01-07" 6
"1445" "2022-01-08" 3
"1446" "2022-01-09" 2
"1447" "2022-01-10" 8
"1448" "2022-01-11" 4
"1449" "2022-01-12" 8
"1450" "2022-01-13" 2
"1451" "2022-01-14" 6
"1452" "2022-01-15" 5
"1453" "2022-01-16" 4
"1454" "2022-01-17" 7
"1455" "2022-01-18" 6
"1456" "2022-01-19" 3
"1457" "2022-01-20" 5
"1458" "2022-01-21" 2
"1459" "2022-01-22" 8
"1460" "2022-01-23" 5
"1461" "2022-01-24" 1
"1462" "2022-01-25" 5
"1463" "2022-01-26" 3
"1464" "2022-01-27" 2
"1465" "2022-01-28" 4
"1466" "2022-01-29" 2
"1467" "2022-01-30" 6
"1468" "2022-01-31" 1
"1469" "2022-02-01" 5
"1470" "2022-02-02" 7
"1471" "2022-02-03" 6
"1472" "2022-02-04" 2
"1473" "2022-02-05" 2
"1474" "2022-02-07" 6
"1475" "2022-02-08" 7
"1476" "2022-02-09" 3
"1477" "2022-02-10" 3
"1478" "2022-02-11" 4
"1479" "2022-02-12" 6
"1480" "2022-02-13" 7
"1481" "2022-02-14" 3
"1482" "2022-02-15" 1
"1483" "2022-02-16" 3
"1484" "2022-02-17" 4
"1485" "2022-02-18" 1
"1486" "2022-02-19" 1
"1487" "2022-02-20" 4
"1488" "2022-02-21" 7
"1489" "2022-02-22" 7
"1490" "2022-02-23" 5
"1491" "2022-02-24" 7
"1492" "2022-02-25" 7
"1493" "2022-02-26" 5
"1494" "2022-02-27" 1
"1495" "2022-02-28" 5
"1496" "2022-03-01" 14
"1497" "2022-03-02" 5
"1498" "2022-03-03" 3
"1499" "2022-03-04" 10
"1500" "2022-03-05" 1
"1501" "2022-03-06" 6
"1502" "2022-03-07" 6
"1503" "2022-03-08" 3
"1504" "2022-03-09" 4
"1505" "2022-03-10" 5
"1506" "2022-03-11" 3
"1507" "2022-03-12" 2
"1508" "2022-03-13" 2
"1509" "2022-03-14" 6
"1510" "2022-03-15" 8
"1511" "2022-03-16" 6
"1512" "2022-03-17" 7
"1513" "2022-03-18" 3
"1514" "2022-03-19" 7
"1515" "2022-03-20" 2
"1516" "2022-03-21" 7
"1517" "2022-03-22" 5
"1518" "2022-03-23" 5
"1519" "2022-03-24" 1
"1520" "2022-03-25" 6
"1521" "2022-03-26" 6
"1522" "2022-03-27" 5
"1523" "2022-03-28" 8
"1524" "2022-03-29" 7
"1525" "2022-03-30" 5
"1526" "2022-03-31" 5
"1527" "2022-04-01" 5
"1528" "2022-04-02" 6
"1529" "2022-04-03" 10
"1530" "2022-04-04" 7
"1531" "2022-04-05" 5
"1532" "2022-04-06" 4
"1533" "2022-04-07" 4
"1534" "2022-04-08" 7
"1535" "2022-04-09" 8
"1536" "2022-04-10" 4
"1537" "2022-04-11" 4
"1538" "2022-04-12" 1
"1539" "2022-04-13" 7
"1540" "2022-04-14" 3
"1541" "2022-04-15" 2
"1542" "2022-04-16" 4
"1543" "2022-04-17" 5
"1544" "2022-04-18" 5
"1545" "2022-04-19" 3
"1546" "2022-04-20" 7
"1547" "2022-04-21" 3
"1548" "2022-04-22" 4
"1549" "2022-04-23" 5
"1550" "2022-04-24" 2
"1551" "2022-04-25" 2
"1552" "2022-04-26" 3
"1553" "2022-04-27" 4
"1554" "2022-04-28" 4
"1555" "2022-04-29" 14
"1556" "2022-04-30" 6
"1557" "2022-05-01" 14
"1558" "2022-05-02" 4
"1559" "2022-05-03" 10
"1560" "2022-05-04" 4
"1561" "2022-05-05" 4
"1562" "2022-05-06" 7
"1563" "2022-05-07" 4
"1564" "2022-05-08" 6
"1565" "2022-05-09" 6
"1566" "2022-05-10" 8
"1567" "2022-05-11" 6
"1568" "2022-05-12" 5
"1569" "2022-05-13" 2
"1570" "2022-05-14" 3
"1571" "2022-05-15" 5
"1572" "2022-05-16" 3
"1573" "2022-05-17" 3
"1574" "2022-05-18" 8
"1575" "2022-05-19" 8
"1576" "2022-05-20" 4
"1577" "2022-05-21" 2
"1578" "2022-05-22" 2
"1579" "2022-05-23" 7
"1580" "2022-05-24" 2
"1581" "2022-05-25" 1
"1582" "2022-05-26" 7
"1583" "2022-05-27" 1
"1584" "2022-05-28" 6
"1585" "2022-05-29" 3
"1586" "2022-05-30" 6
"1587" "2022-05-31" 8
"1588" "2022-06-01" 5
"1589" "2022-06-02" 6
"1590" "2022-06-03" 3
"1591" "2022-06-05" 7
"1592" "2022-06-06" 8
"1593" "2022-06-07" 2
"1594" "2022-06-08" 9
"1595" "2022-06-09" 4
"1596" "2022-06-10" 6
"1597" "2022-06-11" 8
"1598" "2022-06-12" 1
"1599" "2022-06-13" 5
"1600" "2022-06-14" 7
"1601" "2022-06-15" 1
"1602" "2022-06-16" 3
"1603" "2022-06-17" 5
"1604" "2022-06-18" 1
"1605" "2022-06-19" 7
"1606" "2022-06-20" 8
"1607" "2022-06-21" 1
"1608" "2022-06-22" 1
"1609" "2022-06-23" 4
"1610" "2022-06-24" 4
"1611" "2022-06-25" 2
"1612" "2022-06-26" 1
"1613" "2022-06-27" 12
"1614" "2022-06-28" 3
"1615" "2022-06-29" 7
"1616" "2022-06-30" 6
"1617" "2022-07-01" 9
"1618" "2022-07-02" 3
"1619" "2022-07-03" 4
"1620" "2022-07-04" 5
"1621" "2022-07-05" 5
"1622" "2022-07-06" 4
"1623" "2022-07-07" 3
"1624" "2022-07-08" 3
"1625" "2022-07-09" 3
"1626" "2022-07-11" 6
"1627" "2022-07-12" 4
"1628" "2022-07-13" 5
"1629" "2022-07-14" 8
"1630" "2022-07-15" 9
"1631" "2022-07-16" 3
"1632" "2022-07-17" 7
"1633" "2022-07-18" 2
"1634" "2022-07-19" 6
"1635" "2022-07-20" 6
"1636" "2022-07-21" 4
"1637" "2022-07-22" 8
"1638" "2022-07-23" 3
"1639" "2022-07-24" 6
"1640" "2022-07-25" 7
"1641" "2022-07-26" 4
"1642" "2022-07-27" 5
"1643" "2022-07-28" 4
"1644" "2022-07-29" 4
"1645" "2022-07-30" 4
"1646" "2022-07-31" 4
"1647" "2022-08-01" 6
"1648" "2022-08-02" 5
"1649" "2022-08-03" 4
"1650" "2022-08-04" 6
"1651" "2022-08-05" 6
"1652" "2022-08-06" 7
"1653" "2022-08-07" 4
"1654" "2022-08-08" 7
"1655" "2022-08-09" 9
"1656" "2022-08-10" 5
"1657" "2022-08-11" 4
"1658" "2022-08-12" 4
"1659" "2022-08-13" 8
"1660" "2022-08-14" 7
"1661" "2022-08-15" 8
"1662" "2022-08-16" 6
"1663" "2022-08-17" 3
"1664" "2022-08-18" 4
"1665" "2022-08-19" 8
"1666" "2022-08-20" 6
"1667" "2022-08-21" 3
"1668" "2022-08-22" 6
"1669" "2022-08-23" 8
"1670" "2022-08-24" 6
"1671" "2022-08-25" 6
"1672" "2022-08-26" 8
"1673" "2022-08-27" 6
"1674" "2022-08-28" 5
"1675" "2022-08-29" 6
"1676" "2022-08-30" 5
"1677" "2022-08-31" 6
"1678" "2022-09-01" 13
"1679" "2022-09-02" 5
"1680" "2022-09-03" 5
"1681" "2022-09-04" 7
"1682" "2022-09-05" 1
"1683" "2022-09-06" 3
"1684" "2022-09-07" 6
"1685" "2022-09-08" 2
"1686" "2022-09-09" 5
"1687" "2022-09-10" 7
"1688" "2022-09-11" 5
"1689" "2022-09-12" 4
"1690" "2022-09-13" 11
"1691" "2022-09-14" 7
"1692" "2022-09-15" 3
"1693" "2022-09-16" 9
"1694" "2022-09-17" 6
"1695" "2022-09-18" 5
"1696" "2022-09-19" 4
"1697" "2022-09-20" 10
"1698" "2022-09-21" 8
"1699" "2022-09-22" 4
"1700" "2022-09-23" 5
"1701" "2022-09-24" 5
"1702" "2022-09-25" 7
"1703" "2022-09-26" 2
"1704" "2022-09-27" 3
"1705" "2022-09-28" 4
"1706" "2022-09-29" 4
"1707" "2022-09-30" 9
"1708" "2022-10-01" 13
"1709" "2022-10-02" 10
"1710" "2022-10-03" 3
"1711" "2022-10-04" 5
"1712" "2022-10-05" 4
"1713" "2022-10-06" 2
"1714" "2022-10-07" 7
"1715" "2022-10-08" 9
"1716" "2022-10-09" 8
"1717" "2022-10-10" 4
"1718" "2022-10-11" 5
"1719" "2022-10-12" 7
"1720" "2022-10-13" 2
"1721" "2022-10-14" 5
"1722" "2022-10-15" 7
"1723" "2022-10-16" 1
"1724" "2022-10-17" 10
"1725" "2022-10-18" 5
"1726" "2022-10-19" 4
"1727" "2022-10-20" 2
"1728" "2022-10-21" 6
"1729" "2022-10-22" 7
"1730" "2022-10-23" 6
"1731" "2022-10-24" 5
"1732" "2022-10-25" 5
"1733" "2022-10-26" 5
"1734" "2022-10-27" 4
"1735" "2022-10-28" 6
"1736" "2022-10-29" 9
"1737" "2022-10-30" 2
"1738" "2022-10-31" 4
"1739" "2022-11-01" 12
"1740" "2022-11-02" 3
"1741" "2022-11-03" 1
"1742" "2022-11-04" 9
"1743" "2022-11-05" 2
"1744" "2022-11-06" 2
"1745" "2022-11-07" 12
"1746" "2022-11-08" 4
"1747" "2022-11-09" 5
"1748" "2022-11-10" 6
"1749" "2022-11-11" 5
"1750" "2022-11-12" 3
"1751" "2022-11-13" 4
"1752" "2022-11-14" 1
"1753" "2022-11-15" 6
"1754" "2022-11-16" 4
"1755" "2022-11-17" 5
"1756" "2022-11-18" 1
"1757" "2022-11-19" 7
"1758" "2022-11-20" 3
"1759" "2022-11-21" 4
"1760" "2022-11-22" 3
"1761" "2022-11-23" 4
"1762" "2022-11-24" 12
"1763" "2022-11-25" 5
"1764" "2022-11-26" 1
"1765" "2022-11-27" 8
"1766" "2022-11-28" 4
"1767" "2022-11-29" 4
"1768" "2022-11-30" 5
"1769" "2022-12-01" 7
"1770" "2022-12-02" 6
"1771" "2022-12-03" 1
"1772" "2022-12-04" 1
"1773" "2022-12-05" 8
"1774" "2022-12-06" 5
"1775" "2022-12-07" 2
"1776" "2022-12-08" 4
"1777" "2022-12-09" 9
"1778" "2022-12-10" 7
"1779" "2022-12-11" 1
"1780" "2022-12-12" 5
"1781" "2022-12-13" 3
"1782" "2022-12-14" 3
"1783" "2022-12-15" 7
"1784" "2022-12-16" 9
"1785" "2022-12-17" 1
"1786" "2022-12-18" 7
"1787" "2022-12-19" 4
"1788" "2022-12-20" 7
"1789" "2022-12-21" 4
"1790" "2022-12-22" 7
"1791" "2022-12-23" 4
"1792" "2022-12-24" 5
"1793" "2022-12-25" 8
"1794" "2022-12-26" 5
"1795" "2022-12-27" 2
"1796" "2022-12-28" 5
"1797" "2022-12-29" 4
"1798" "2022-12-30" 5
"1799" "2022-12-31" 5
