 "Test Predictions" Actuals Date
1559 5.101095 10 2022-05-03
1560 5.3816442 4 2022-05-04
1561 5.096038 4 2022-05-05
1562 5.090253 7 2022-05-06
1563 5.246977 4 2022-05-07
1564 5.091628 6 2022-05-08
1565 5.198133 6 2022-05-09
1566 5.198443 8 2022-05-10
1567 5.2946367 6 2022-05-11
1568 5.200674 5 2022-05-12
1569 5.147532 2 2022-05-13
1570 4.9673996 3 2022-05-14
1571 5.025076 5 2022-05-15
1572 5.1414404 3 2022-05-16
1573 5.028039 3 2022-05-17
1574 5.025901 8 2022-05-18
1575 5.292635 8 2022-05-19
1576 5.293956 4 2022-05-20
1577 5.0940237 2 2022-05-21
1578 4.9661493 2 2022-05-22
1579 4.959928 7 2022-05-23
1580 5.244247 2 2022-05-24
1581 4.967831 1 2022-05-25
1582 4.892633 7 2022-05-26
1583 5.243395 1 2022-05-27
1584 4.900096 6 2022-05-28
1585 5.1953754 3 2022-05-29
1586 5.028431 6 2022-05-30
1587 5.196504 8 2022-05-31
1588 5.2933846 5 2022-06-01
1589 5.1485496 6 2022-06-02
1590 5.1989965 3 2022-06-03
1591 5.0315614 7 2022-06-05
1592 5.247162 8 2022-06-06
1593 5.293879 2 2022-06-07
1594 4.9729433 9 2022-06-08
1595 5.3395243 4 2022-06-09
1596 5.0934525 6 2022-06-10
1597 5.1986423 8 2022-06-11
1598 5.2940745 1 2022-06-12
1599 4.906701 5 2022-06-13
1600 5.1430635 7 2022-06-14
1601 5.2456884 1 2022-06-15
1602 4.9034395 3 2022-06-16
1603 5.0240717 5 2022-06-17
1604 5.14061 1 2022-06-18
1605 4.896944 7 2022-06-19
1606 5.2451787 8 2022-06-20
1607 5.2926826 1 2022-06-21
1608 4.906289 1 2022-06-22
1609 4.891635 4 2022-06-23
1610 5.080161 4 2022-06-24
1611 5.084313 2 2022-06-25
1612 4.962385 1 2022-06-26
1613 4.8898954 12 2022-06-27
1614 5.457424 3 2022-06-28
1615 5.037888 7 2022-06-29
1616 5.24837 6 2022-06-30
