 "Test Predictions" Actuals Date
1538 5.320598 1 2022-04-12
1539 5.3806314 7 2022-04-13
1540 6.05793 3 2022-04-14
1541 5.9126515 2 2022-04-15
1542 5.533634 4 2022-04-16
1543 5.2616253 5 2022-04-17
1544 5.2341757 5 2022-04-18
1545 5.2339506 3 2022-04-19
1546 5.161346 7 2022-04-20
1547 5.3707376 3 2022-04-21
1548 5.178184 4 2022-04-22
1549 5.1705613 5 2022-04-23
1550 5.2276154 2 2022-04-24
1551 5.0820837 2 2022-04-25
1552 5.0554156 3 2022-04-26
1553 5.040991 4 2022-04-27
1554 5.017368 4 2022-04-28
1555 4.9576936 14 2022-04-29
1556 5.262083 6 2022-04-30
1557 5.094078 14 2022-05-01
1558 5.4518948 4 2022-05-02
1559 5.1567173 10 2022-05-03
1560 5.4662504 4 2022-05-04
1561 5.231119 4 2022-05-05
1562 5.220228 7 2022-05-06
1563 5.3802204 4 2022-05-07
1564 5.240512 6 2022-05-08
1565 5.3436213 6 2022-05-09
1566 5.3227563 8 2022-05-10
1567 4.7266283 6 2022-05-11
1568 4.6272564 5 2022-05-12
1569 4.5737205 2 2022-05-13
1570 4.382476 3 2022-05-14
1571 4.4440055 5 2022-05-15
1572 4.543764 3 2022-05-16
1573 5.1489735 3 2022-05-17
1574 5.1306996 8 2022-05-18
1575 5.347524 8 2022-05-19
1576 5.3859844 4 2022-05-20
1577 5.198024 2 2022-05-21
1578 5.0171933 2 2022-05-22
1579 4.4370685 7 2022-05-23
1580 5.2692995 2 2022-05-24
1581 5.0870323 1 2022-05-25
1582 5.1676245 7 2022-05-26
1583 5.512191 1 2022-05-27
1584 5.1622553 6 2022-05-28
1585 5.3550897 3 2022-05-29
1586 5.1345496 6 2022-05-30
1587 5.187053 8 2022-05-31
1588 5.222042 5 2022-06-01
1589 5.0928206 6 2022-06-02
1590 5.1408176 3 2022-06-03
1591 4.979557 7 2022-06-05
1592 5.19011 8 2022-06-06
1593 5.299349 2 2022-06-07
1594 4.994143 9 2022-06-08
1595 5.362948 4 2022-06-09
1596 5.162687 6 2022-06-10
1597 5.269737 8 2022-06-11
1598 5.3537717 1 2022-06-12
1599 4.2771316 5 2022-06-13
1600 4.4625216 7 2022-06-14
1601 4.7288127 1 2022-06-15
1602 4.9833555 3 2022-06-16
1603 5.090223 5 2022-06-17
1604 5.166201 1 2022-06-18
1605 4.9661903 7 2022-06-19
1606 4.9797964 8 2022-06-20
1607 4.492111 1 2022-06-21
1608 4.240176 1 2022-06-22
1609 4.3261213 4 2022-06-23
1610 4.4448977 4 2022-06-24
1611 4.4098725 2 2022-06-25
1612 4.557979 1 2022-06-26
1613 4.8820167 12 2022-06-27
1614 5.22412 3 2022-06-28
1615 4.9633865 7 2022-06-29
1616 5.1186934 6 2022-06-30
