 "Test Predictions" Actuals Date
1509 4.971739 6 2022-03-14
1510 5.0528574 8 2022-03-15
1511 5.090952 6 2022-03-16
1512 5.041493 7 2022-03-17
1513 5.072912 3 2022-03-18
1514 4.9777017 7 2022-03-19
1515 5.077543 2 2022-03-20
1516 4.9698706 7 2022-03-21
1517 5.07808 5 2022-03-22
1518 5.0140305 5 2022-03-23
1519 5.0197372 1 2022-03-24
1520 4.966026 6 2022-03-25
1521 5.0533776 6 2022-03-26
1522 5.045123 5 2022-03-27
1523 5.0169334 8 2022-03-28
1524 5.092608 7 2022-03-29
1525 5.0689225 5 2022-03-30
1526 5.0148306 5 2022-03-31
1527 5.0196643 5 2022-04-01
1528 5.0192237 6 2022-04-02
1529 5.048395 10 2022-04-03
1530 5.107401 7 2022-04-04
1531 5.067726 5 2022-04-05
1532 5.0149355 4 2022-04-06
1533 4.9954414 4 2022-04-07
1534 4.996724 7 2022-04-08
1535 5.0762024 8 2022-04-09
1536 5.089814 4 2022-04-10
1537 4.990852 4 2022-04-11
1538 4.997033 1 2022-04-12
1539 4.966189 7 2022-04-13
1540 5.0783186 3 2022-04-14
1541 4.9775248 2 2022-04-15
1542 4.971624 4 2022-04-16
1543 4.998334 5 2022-04-17
1544 5.0211706 5 2022-04-18
1545 5.019087 3 2022-04-19
1546 4.9795723 7 2022-04-20
1547 5.0774107 3 2022-04-21
1548 4.9775543 4 2022-04-22
1549 4.9979343 5 2022-04-23
1550 5.021208 2 2022-04-24
1551 4.970806 2 2022-04-25
1552 4.971755 3 2022-04-26
1553 4.981392 4 2022-04-27
1554 4.997669 4 2022-04-28
1555 4.9965744 14 2022-04-29
1556 5.145955 6 2022-04-30
1557 5.039243 14 2022-05-01
1558 5.1427984 4 2022-05-02
1559 4.989492 10 2022-05-03
1560 5.108071 4 2022-05-04
1561 4.9898157 4 2022-05-05
1562 4.9971037 7 2022-05-06
1563 5.0761757 4 2022-05-07
1564 4.991647 6 2022-05-08
1565 5.0510073 6 2022-05-09
1566 5.0453515 8 2022-05-10
1567 5.0913076 6 2022-05-11
1568 5.041458 5 2022-05-12
1569 5.0172615 2 2022-05-13
1570 4.9708767 3 2022-05-14
1571 4.9814286 5 2022-05-15
1572 5.02273 3 2022-05-16
1573 4.979439 3 2022-05-17
1574 4.981088 8 2022-05-18
1575 5.094146 8 2022-05-19
1576 5.088906 4 2022-05-20
1577 4.9909043 2 2022-05-21
1578 4.971365 2 2022-05-22
1579 4.971743 7 2022-05-23
1580 5.0779467 2 2022-05-24
1581 4.9698644 1 2022-05-25
1582 4.9663963 7 2022-05-26
1583 5.0783024 1 2022-05-27
1584 4.9656487 6 2022-05-28
1585 5.053417 3 2022-05-29
1586 4.9783545 6 2022-05-30
1587 5.052251 8 2022-05-31
1588 5.0909805 5 2022-06-01
1589 5.0129166 6 2022-06-02
1590 5.048997 3 2022-06-03
1591 4.9785066 7 2022-06-05
1592 5.077486 8 2022-06-06
1593 5.0897503 2 2022-06-07
1594 4.9696846 9 2022-06-08
1595 5.1037216 4 2022-06-09
1596 4.990059 6 2022-06-10
1597 5.0511575 8 2022-06-11
1598 5.091033 1 2022-06-12
1599 4.9655743 5 2022-06-13
1600 5.0241947 7 2022-06-14
1601 5.0742054 1 2022-06-15
1602 4.965673 3 2022-06-16
1603 4.981636 5 2022-06-17
1604 5.0227103 1 2022-06-18
1605 4.966005 7 2022-06-19
1606 5.078333 8 2022-06-20
1607 5.089708 1 2022-06-21
1608 4.965582 1 2022-06-22
1609 4.9664288 4 2022-06-23
1610 4.9986815 4 2022-06-24
1611 4.996507 2 2022-06-25
1612 4.971258 1 2022-06-26
1613 4.9663844 12 2022-06-27
1614 5.1124797 3 2022-06-28
1615 4.9764876 7 2022-06-29
1616 5.077628 6 2022-06-30
