 "Test Predictions" Actuals Date
1551 5.028848 2 2022-04-25
1552 5.028848 3 2022-04-26
1553 5.028848 4 2022-04-27
1554 5.028848 4 2022-04-28
1555 5.028848 14 2022-04-29
1556 5.028848 6 2022-04-30
1557 5.028848 14 2022-05-01
1558 5.028848 4 2022-05-02
1559 5.028848 10 2022-05-03
1560 5.028848 4 2022-05-04
1561 5.028848 4 2022-05-05
1562 5.028848 7 2022-05-06
1563 5.028848 4 2022-05-07
1564 5.028848 6 2022-05-08
1565 5.028848 6 2022-05-09
1566 5.028848 8 2022-05-10
1567 5.028848 6 2022-05-11
1568 5.028848 5 2022-05-12
1569 5.028848 2 2022-05-13
1570 5.028848 3 2022-05-14
1571 5.028848 5 2022-05-15
1572 5.028848 3 2022-05-16
1573 5.028848 3 2022-05-17
1574 5.028848 8 2022-05-18
1575 5.028848 8 2022-05-19
1576 5.028848 4 2022-05-20
1577 5.028848 2 2022-05-21
1578 5.028848 2 2022-05-22
1579 5.028848 7 2022-05-23
1580 5.028848 2 2022-05-24
1581 5.028848 1 2022-05-25
1582 5.028848 7 2022-05-26
1583 5.028848 1 2022-05-27
1584 5.028848 6 2022-05-28
1585 5.028848 3 2022-05-29
1586 5.028848 6 2022-05-30
1587 5.028848 8 2022-05-31
1588 5.028848 5 2022-06-01
1589 5.028848 6 2022-06-02
1590 5.028848 3 2022-06-03
1591 5.028848 7 2022-06-05
1592 5.028848 8 2022-06-06
1593 5.028848 2 2022-06-07
1594 5.028848 9 2022-06-08
1595 5.028848 4 2022-06-09
1596 5.028848 6 2022-06-10
1597 5.028848 8 2022-06-11
1598 5.028848 1 2022-06-12
1599 5.028848 5 2022-06-13
1600 5.028848 7 2022-06-14
1601 5.028848 1 2022-06-15
1602 5.028848 3 2022-06-16
1603 5.028848 5 2022-06-17
1604 5.028848 1 2022-06-18
1605 5.028848 7 2022-06-19
1606 5.028848 8 2022-06-20
1607 5.028848 1 2022-06-21
1608 5.028848 1 2022-06-22
1609 5.028848 4 2022-06-23
1610 5.028848 4 2022-06-24
1611 5.028848 2 2022-06-25
1612 5.028848 1 2022-06-26
1613 5.028848 12 2022-06-27
1614 5.028848 3 2022-06-28
1615 5.028848 7 2022-06-29
1616 5.028848 6 2022-06-30
