 "Test Predictions" Actuals Date
1536 5.360373 4 2022-04-10
1537 4.843088 4 2022-04-11
1538 4.792885 1 2022-04-12
1539 4.7922087 7 2022-04-13
1540 5.360172 3 2022-04-14
1541 4.792571 2 2022-04-15
1542 4.792209 4 2022-04-16
1543 4.792647 5 2022-04-17
1544 4.8527217 5 2022-04-18
1545 4.886523 3 2022-04-19
1546 4.7922153 7 2022-04-20
1547 5.360172 3 2022-04-21
1548 4.792571 4 2022-04-22
1549 4.7926483 5 2022-04-23
1550 4.852722 2 2022-04-24
1551 4.792209 2 2022-04-25
1552 4.792209 3 2022-04-26
1553 4.792212 4 2022-04-27
1554 4.792647 4 2022-04-28
1555 4.7926483 14 2022-04-29
1556 5.36101 6 2022-04-30
1557 5.3601303 14 2022-05-01
1558 5.416426 4 2022-05-02
1559 4.8526316 10 2022-05-03
1560 5.360373 4 2022-05-04
1561 4.843088 4 2022-05-05
1562 4.792885 7 2022-05-06
1563 5.3601727 4 2022-05-07
1564 4.843009 6 2022-05-08
1565 5.340929 6 2022-05-09
1566 5.360086 8 2022-05-10
1567 5.360373 6 2022-05-11
1568 5.36013 5 2022-05-12
1569 5.3251257 2 2022-05-13
1570 4.792211 3 2022-05-14
1571 4.792212 5 2022-05-15
1572 4.8525214 3 2022-05-16
1573 4.792214 3 2022-05-17
1574 4.792212 8 2022-05-18
1575 5.3603716 8 2022-05-19
1576 5.360373 4 2022-05-20
1577 4.843088 2 2022-05-21
1578 4.792209 2 2022-05-22
1579 4.792209 7 2022-05-23
1580 5.360172 2 2022-05-24
1581 4.7922115 1 2022-05-25
1582 4.7922087 7 2022-05-26
1583 5.360172 1 2022-05-27
1584 4.7922087 6 2022-05-28
1585 5.330924 3 2022-05-29
1586 4.7924914 6 2022-05-30
1587 5.3309913 8 2022-05-31
1588 5.360373 5 2022-06-01
1589 5.3251944 6 2022-06-02
1590 5.3600445 3 2022-06-03
1591 4.7925706 7 2022-06-05
1592 5.3601723 8 2022-06-06
1593 5.360373 2 2022-06-07
1594 4.7922115 9 2022-06-08
1595 5.360373 4 2022-06-09
1596 4.843088 6 2022-06-10
1597 5.340942 8 2022-06-11
1598 5.360373 1 2022-06-12
1599 4.7922087 5 2022-06-13
1600 4.8525205 7 2022-06-14
1601 5.360253 1 2022-06-15
1602 4.7922087 3 2022-06-16
1603 4.792212 5 2022-06-17
1604 4.8525214 1 2022-06-18
1605 4.7922087 7 2022-06-19
1606 5.360172 8 2022-06-20
1607 5.360373 1 2022-06-21
1608 4.7922087 1 2022-06-22
1609 4.7922087 4 2022-06-23
1610 4.792647 4 2022-06-24
1611 4.7926483 2 2022-06-25
1612 4.792209 1 2022-06-26
1613 4.7922087 12 2022-06-27
1614 5.3603735 3 2022-06-28
1615 4.792572 7 2022-06-29
1616 5.3601723 6 2022-06-30
