 "Test Predictions" Actuals Date
1510 5.3986716 8 2022-03-15
1511 5.01798 6 2022-03-16
1512 4.7679863 7 2022-03-17
1513 4.8941956 3 2022-03-18
1514 4.4374304 7 2022-03-19
1515 4.978778 2 2022-03-20
1516 4.4234304 7 2022-03-21
1517 5.0236573 5 2022-03-22
1518 5.5806375 5 2022-03-23
1519 5.659595 1 2022-03-24
1520 5.167014 6 2022-03-25
1521 5.7187724 6 2022-03-26
1522 5.44075 5 2022-03-27
1523 5.2032533 8 2022-03-28
1524 5.1542745 7 2022-03-29
1525 5.1339483 5 2022-03-30
1526 5.292805 5 2022-03-31
1527 5.381012 5 2022-04-01
1528 5.3502088 6 2022-04-02
1529 5.081307 10 2022-04-03
1530 5.1789565 7 2022-04-04
1531 5.2072983 5 2022-04-05
1532 4.7750254 4 2022-04-06
1533 4.9993224 4 2022-04-07
1534 4.767693 7 2022-04-08
1535 4.986448 8 2022-04-09
1536 4.9604754 4 2022-04-10
1537 4.5134463 4 2022-04-11
1538 4.6918845 1 2022-04-12
1539 5.0892005 7 2022-04-13
1540 6.3738666 3 2022-04-14
1541 5.7847614 2 2022-04-15
1542 5.800695 4 2022-04-16
1543 6.0059605 5 2022-04-17
1544 5.6740384 5 2022-04-18
1545 5.3172407 3 2022-04-19
1546 5.2790704 7 2022-04-20
1547 5.5218496 3 2022-04-21
1548 5.0618286 4 2022-04-22
1549 4.8775887 5 2022-04-23
1550 5.195264 2 2022-04-24
1551 5.3722525 2 2022-04-25
1552 5.6443443 3 2022-04-26
1553 5.7883763 4 2022-04-27
1554 5.5174336 4 2022-04-28
1555 5.1364746 14 2022-04-29
1556 5.6170783 6 2022-04-30
1557 5.466341 14 2022-05-01
1558 6.157233 4 2022-05-02
1559 5.8532662 10 2022-05-03
1560 6.2919426 4 2022-05-04
1561 5.9859066 4 2022-05-05
1562 6.0775533 7 2022-05-06
1563 6.157497 4 2022-05-07
1564 5.939706 6 2022-05-08
1565 6.1500497 6 2022-05-09
1566 5.968321 8 2022-05-10
1567 5.5804715 6 2022-05-11
1568 4.974076 5 2022-05-12
1569 4.9494796 2 2022-05-13
1570 4.805055 3 2022-05-14
1571 5.3237143 5 2022-05-15
1572 5.2131896 3 2022-05-16
1573 5.4481616 3 2022-05-17
1574 6.115544 8 2022-05-18
1575 6.2553663 8 2022-05-19
1576 6.1095066 4 2022-05-20
1577 5.5861683 2 2022-05-21
1578 5.55678 2 2022-05-22
1579 5.477774 7 2022-05-23
1580 5.5424275 2 2022-05-24
1581 4.6632166 1 2022-05-25
1582 5.2119374 7 2022-05-26
1583 5.692651 1 2022-05-27
1584 4.793321 6 2022-05-28
1585 5.297526 3 2022-05-29
1586 4.7479587 6 2022-05-30
1587 5.1235437 8 2022-05-31
1588 5.1565905 5 2022-06-01
1589 4.835502 6 2022-06-02
1590 5.019102 3 2022-06-03
1591 4.653229 7 2022-06-05
1592 5.1354165 8 2022-06-06
1593 5.122767 2 2022-06-07
1594 4.4972315 9 2022-06-08
1595 5.1878347 4 2022-06-09
1596 4.6593056 6 2022-06-10
1597 4.996272 8 2022-06-11
1598 5.0233493 1 2022-06-12
1599 4.334533 5 2022-06-13
1600 4.958767 7 2022-06-14
1601 4.9746027 1 2022-06-15
1602 4.401391 3 2022-06-16
1603 5.0059447 5 2022-06-17
1604 5.121495 1 2022-06-18
1605 4.739596 7 2022-06-19
1606 5.174152 8 2022-06-20
1607 4.9766254 1 2022-06-21
1608 4.330519 1 2022-06-22
1609 5.2722783 4 2022-06-23
1610 5.8176336 4 2022-06-24
1611 5.2052865 2 2022-06-25
1612 4.8494034 1 2022-06-26
1613 5.4789605 12 2022-06-27
1614 5.203277 3 2022-06-28
1615 4.4235983 7 2022-06-29
1616 4.999897 6 2022-06-30
