 "Test Predictions" Actuals Date
1541 5.1226296 2 2022-04-15
1542 4.961114 4 2022-04-16
1543 5.094436 5 2022-04-17
1544 5.1889477 5 2022-04-18
1545 5.2154384 3 2022-04-19
1546 5.038714 7 2022-04-20
1547 5.3517 3 2022-04-21
1548 5.068946 4 2022-04-22
1549 5.1200585 5 2022-04-23
1550 5.205922 2 2022-04-24
1551 4.921288 2 2022-04-25
1552 4.8382 3 2022-04-26
1553 4.877455 4 2022-04-27
1554 4.958507 4 2022-04-28
1555 4.974031 14 2022-04-29
1556 5.5702767 6 2022-04-30
1557 5.348161 14 2022-05-01
1558 5.725986 4 2022-05-02
1559 5.289989 10 2022-05-03
1560 5.65081 4 2022-05-04
1561 5.3145204 4 2022-05-05
1562 5.2777786 7 2022-05-06
1563 5.4946103 4 2022-05-07
1564 5.2886252 6 2022-05-08
1565 5.4266677 6 2022-05-09
1566 5.443198 8 2022-05-10
1567 5.585568 6 2022-05-11
1568 5.484863 5 2022-05-12
1569 5.403505 2 2022-05-13
1570 5.1017785 3 2022-05-14
1571 5.1264606 5 2022-05-15
1572 5.278131 3 2022-05-16
1573 5.1012115 3 2022-05-17
1574 5.0526147 8 2022-05-18
1575 5.4349327 8 2022-05-19
1576 5.5168386 4 2022-05-20
1577 5.263833 2 2022-05-21
1578 5.024033 2 2022-05-22
1579 4.939684 7 2022-05-23
1580 5.335196 2 2022-05-24
1581 4.9505954 1 2022-05-25
1582 4.7486234 7 2022-05-26
1583 5.234607 1 2022-05-27
1584 4.746437 6 2022-05-28
1585 5.14803 3 2022-05-29
1586 4.9416237 6 2022-05-30
1587 5.1946855 8 2022-05-31
1588 5.4042945 5 2022-06-01
1589 5.2667613 6 2022-06-02
1590 5.3532825 3 2022-06-03
1591 5.1076636 7 2022-06-05
1592 5.4039006 8 2022-06-06
1593 5.522405 2 2022-06-07
1594 5.0623775 9 2022-06-08
1595 5.545057 4 2022-06-09
1596 5.2609825 6 2022-06-10
1597 5.3993993 8 2022-06-11
1598 5.555023 1 2022-06-12
1599 4.98052 5 2022-06-13
1600 5.269077 7 2022-06-14
1601 5.4446516 1 2022-06-15
1602 4.9268775 3 2022-06-16
1603 5.0256786 5 2022-06-17
1604 5.1880155 1 2022-06-18
1605 4.7923503 7 2022-06-19
1606 5.2678123 8 2022-06-20
1607 5.429697 1 2022-06-21
1608 4.8735805 1 2022-06-22
1609 4.743585 4 2022-06-23
1610 4.9665756 4 2022-06-24
1611 4.986304 2 2022-06-25
1612 4.7826505 1 2022-06-26
1613 4.594197 12 2022-06-27
1614 5.3818984 3 2022-06-28
1615 4.962938 7 2022-06-29
1616 5.287381 6 2022-06-30
