 "Test Predictions" Actuals Date
1439 5.2280755 9 2022-01-01
1440 5.4281635 2 2022-01-03
1441 5.008304 2 2022-01-04
1442 4.876313 4 2022-01-05
1443 4.9713035 3 2022-01-06
1444 4.878464 6 2022-01-07
1445 5.0778813 3 2022-01-08
1446 4.8823195 2 2022-01-09
1447 4.738522 8 2022-01-10
1448 5.1337056 4 2022-01-11
1449 4.954595 8 2022-01-12
1450 5.2123885 2 2022-01-13
1451 4.846933 6 2022-01-14
1452 5.0890737 5 2022-01-15
1453 5.067003 4 2022-01-16
1454 4.998359 7 2022-01-17
1455 5.1988378 6 2022-01-18
1456 5.199928 3 2022-01-19
1457 4.985233 5 2022-01-20
1458 5.0855985 2 2022-01-21
1459 4.836989 8 2022-01-22
1460 5.214765 5 2022-01-23
1461 5.111124 1 2022-01-24
1462 4.74766 5 2022-01-25
1463 4.985972 3 2022-01-26
1464 4.8491583 2 2022-01-27
1465 4.7187634 4 2022-01-28
1466 4.845137 2 2022-01-29
1467 4.677156 6 2022-01-30
1468 4.9561896 1 2022-01-31
1469 4.590142 5 2022-02-01
1470 4.8559403 7 2022-02-02
1471 5.0434213 6 2022-02-03
1472 5.065019 2 2022-02-04
1473 4.773069 2 2022-02-05
1474 4.6997733 6 2022-02-07
1475 4.980114 7 2022-02-08
1476 5.108402 3 2022-02-09
1477 4.87013 3 2022-02-10
1478 4.8205214 4 2022-02-11
1479 4.8736377 6 2022-02-12
1480 5.0272546 7 2022-02-13
1481 5.1417894 3 2022-02-14
1482 4.8975673 1 2022-02-15
1483 4.6526866 3 2022-02-16
1484 4.7461233 4 2022-02-17
1485 4.815863 1 2022-02-18
1486 4.544479 1 2022-02-19
1487 4.4567857 4 2022-02-20
1488 4.6654806 7 2022-02-21
1489 4.9180875 7 2022-02-22
1490 5.0121074 5 2022-02-23
1491 4.9488215 7 2022-02-24
1492 5.112874 7 2022-02-25
1493 5.1874213 5 2022-02-26
1494 5.105255 1 2022-02-27
1495 4.750568 5 2022-02-28
1496 4.9909787 14 2022-03-01
1497 5.435378 5 2022-03-02
1498 5.175977 3 2022-03-03
1499 4.989576 10 2022-03-04
1500 5.3793826 1 2022-03-05
1501 4.85268 6 2022-03-06
1502 5.136267 6 2022-03-07
1503 5.1909533 3 2022-03-08
1504 4.9850197 4 2022-03-09
1505 5.006332 5 2022-03-10
1506 5.069687 3 2022-03-11
1507 4.915243 2 2022-03-12
1508 4.7772098 2 2022-03-13
1509 4.7138023 6 2022-03-14
1510 4.995497 8 2022-03-15
1511 5.1857347 6 2022-03-16
1512 5.157825 7 2022-03-17
1513 5.275532 3 2022-03-18
1514 5.036287 7 2022-03-19
1515 5.268377 2 2022-03-20
1516 4.940474 7 2022-03-21
1517 5.24371 5 2022-03-22
1518 5.1727443 5 2022-03-23
1519 5.1625953 1 2022-03-24
1520 4.7976804 6 2022-03-25
1521 5.1013093 6 2022-03-26
1522 5.154629 5 2022-03-27
1523 5.1116304 8 2022-03-28
1524 5.305055 7 2022-03-29
1525 5.3203807 5 2022-03-30
1526 5.2226005 5 2022-03-31
1527 5.202214 5 2022-04-01
1528 5.187668 6 2022-04-02
1529 5.2520585 10 2022-04-03
1530 5.4805675 7 2022-04-04
1531 5.4281244 5 2022-04-05
1532 5.3379245 4 2022-04-06
1533 5.2332683 4 2022-04-07
1534 5.19361 7 2022-04-08
1535 5.3839183 8 2022-04-09
1536 5.500957 4 2022-04-10
1537 5.317096 4 2022-04-11
1538 5.277657 1 2022-04-12
1539 4.963891 7 2022-04-13
1540 5.3129716 3 2022-04-14
1541 5.0760784 2 2022-04-15
1542 4.8980727 4 2022-04-16
1543 4.9916525 5 2022-04-17
1544 5.0698304 5 2022-04-18
1545 5.0949264 3 2022-04-19
1546 4.936209 7 2022-04-20
1547 5.2005067 3 2022-04-21
1548 4.960959 4 2022-04-22
1549 4.991935 5 2022-04-23
1550 5.064032 2 2022-04-24
1551 4.819301 2 2022-04-25
