 "Test Predictions" Actuals Date
1439 4.985053 9 2022-01-01
1440 5.0559964 2 2022-01-03
1441 4.873105 2 2022-01-04
1442 4.875038 4 2022-01-05
1443 4.899768 3 2022-01-06
1444 4.882145 6 2022-01-07
1445 5.0253844 3 2022-01-08
1446 4.8800893 2 2022-01-09
1447 4.874834 8 2022-01-10
1448 5.055309 4 2022-01-11
1449 4.8851457 8 2022-01-12
1450 5.055277 2 2022-01-13
1451 4.87311 6 2022-01-14
1452 5.025856 5 2022-01-15
1453 4.9141645 4 2022-01-16
1454 4.895486 7 2022-01-17
1455 5.0497274 6 2022-01-18
1456 4.9766893 3 2022-01-19
1457 4.8806734 5 2022-01-20
1458 4.957067 2 2022-01-21
1459 4.874033 8 2022-01-22
1460 5.0553102 5 2022-01-23
1461 4.9080715 1 2022-01-24
1462 4.845883 5 2022-01-25
1463 4.956443 3 2022-01-26
1464 4.8809824 2 2022-01-27
1465 4.874822 4 2022-01-28
1466 4.899765 2 2022-01-29
1467 4.874605 6 2022-01-30
1468 5.025815 1 2022-01-31
1469 4.8413906 5 2022-02-01
1470 4.956271 7 2022-02-02
1471 5.045826 6 2022-02-03
1472 4.9780707 2 2022-02-04
1473 4.8738327 2 2022-02-05
1474 4.875016 6 2022-02-07
1475 5.0258064 7 2022-02-08
1476 5.038702 3 2022-02-09
1477 4.879962 3 2022-02-10
1478 4.882659 4 2022-02-11
1479 4.899401 6 2022-02-12
1480 5.021843 7 2022-02-13
1481 5.0392046 3 2022-02-14
1482 4.879957 1 2022-02-15
1483 4.8470187 3 2022-02-16
1484 4.882741 4 2022-02-17
1485 4.899413 1 2022-02-18
1486 4.846207 1 2022-02-19
1487 4.852263 4 2022-02-20
1488 4.899533 7 2022-02-21
1489 5.0495186 7 2022-02-22
1490 5.0354195 5 2022-02-23
1491 4.9120793 7 2022-02-24
1492 5.048836 7 2022-02-25
1493 5.035521 5 2022-02-26
1494 4.912058 1 2022-02-27
1495 4.845739 5 2022-02-28
1496 4.956438 14 2022-03-01
1497 5.084513 5 2022-03-02
1498 4.908927 3 2022-03-03
1499 4.8819246 10 2022-03-04
1500 5.0566444 1 2022-03-05
1501 4.840191 6 2022-03-06
1502 5.0251746 6 2022-03-07
1503 4.985282 3 2022-03-08
1504 4.8805547 4 2022-03-09
1505 4.8996863 5 2022-03-10
1506 4.950753 3 2022-03-11
1507 4.8810787 2 2022-03-12
1508 4.8748207 2 2022-03-13
1509 4.8749886 6 2022-03-14
1510 5.0258064 8 2022-03-15
1511 5.0531406 6 2022-03-16
1512 4.975496 7 2022-03-17
1513 5.0441895 3 2022-03-18
1514 4.879913 7 2022-03-19
1515 5.0504284 2 2022-03-20
1516 4.8731537 7 2022-03-21
1517 5.0504375 5 2022-03-22
1518 4.9089994 5 2022-03-23
1519 4.9476223 1 2022-03-24
1520 4.84443 6 2022-03-25
1521 5.0252724 6 2022-03-26
1522 4.9852486 5 2022-03-27
1523 4.9241953 8 2022-03-28
1524 5.0548973 7 2022-03-29
1525 5.0346165 5 2022-03-30
1526 4.912251 5 2022-03-31
1527 4.9465218 5 2022-04-01
1528 4.9354134 6 2022-04-02
1529 5.0130467 10 2022-04-03
1530 5.0564766 7 2022-04-04
1531 5.034437 5 2022-04-05
1532 4.9122896 4 2022-04-06
1533 4.895705 4 2022-04-07
1534 4.897741 7 2022-04-08
1535 5.049611 8 2022-04-09
1536 5.052487 4 2022-04-10
1537 4.8852625 4 2022-04-11
1538 4.8991528 1 2022-04-12
1539 4.8462167 7 2022-04-13
1540 5.050311 3 2022-04-14
1541 4.87986 2 2022-04-15
1542 4.874837 4 2022-04-16
1543 4.899765 5 2022-04-17
1544 4.9507275 5 2022-04-18
1545 4.93412 3 2022-04-19
1546 4.881384 7 2022-04-20
1547 5.0503664 3 2022-04-21
1548 4.87986 4 2022-04-22
1549 4.899775 5 2022-04-23
1550 4.950722 2 2022-04-24
1551 4.874094 2 2022-04-25
1552 4.8750086 3 2022-04-26
1553 4.8826814 4 2022-04-27
1554 4.8994017 4 2022-04-28
1555 4.8972626 14 2022-04-29
1556 5.100288 6 2022-04-30
1557 4.976981 14 2022-05-01
1558 5.0805492 4 2022-05-02
1559 4.885313 10 2022-05-03
1560 5.056642 4 2022-05-04
1561 4.885115 4 2022-05-05
1562 4.8991733 7 2022-05-06
1563 5.0495367 4 2022-05-07
1564 4.885387 6 2022-05-08
1565 5.024888 6 2022-05-09
1566 4.985382 8 2022-05-10
1567 5.0540094 6 2022-05-11
1568 4.97519 5 2022-05-12
1569 4.926963 2 2022-05-13
1570 4.8743267 3 2022-05-14
1571 4.8826876 5 2022-05-15
1572 4.956399 3 2022-05-16
1573 4.8809834 3 2022-05-17
1574 4.8826313 8 2022-05-18
1575 5.05529 8 2022-05-19
1576 5.0523157 4 2022-05-20
1577 4.8852696 2 2022-05-21
1578 4.8747587 2 2022-05-22
1579 4.8749905 7 2022-05-23
1580 5.0504265 2 2022-05-24
1581 4.8731537 1 2022-05-25
1582 4.848051 7 2022-05-26
1583 5.0503206 1 2022-05-27
1584 4.8403945 6 2022-05-28
1585 5.0251794 3 2022-05-29
1586 4.880091 6 2022-05-30
1587 5.025781 8 2022-05-31
1588 5.0531416 5 2022-06-01
1589 4.9084816 6 2022-06-02
1590 5.0197906 3 2022-06-03
1591 4.8801465 7 2022-06-05
1592 5.0504193 8 2022-06-06
1593 5.0524626 2 2022-06-07
1594 4.8731356 9 2022-06-08
1595 5.0562506 4 2022-06-09
1596 4.8851147 6 2022-06-10
1597 5.0249453 8 2022-06-11
1598 5.0531626 1 2022-06-12
1599 4.840282 5 2022-06-13
1600 4.956228 7 2022-06-14
1601 5.0458293 1 2022-06-15
1602 4.8405786 3 2022-06-16
1603 4.882749 5 2022-06-17
1604 4.956436 1 2022-06-18
1605 4.844098 7 2022-06-19
1606 5.0503 8 2022-06-20
1607 5.052466 1 2022-06-21
1608 4.84031 1 2022-06-22
1609 4.853158 4 2022-06-23
1610 4.8995457 4 2022-06-24
1611 4.8972473 2 2022-06-25
1612 4.874632 1 2022-06-26
1613 4.8478312 12 2022-06-27
1614 5.0581045 3 2022-06-28
1615 4.8798227 7 2022-06-29
1616 5.050432 6 2022-06-30
